"party","year","education","migback","n","percent","lower_confidence","upper_confidence"
"AfD","2008","college entrance qualification","no migration background","","","",""
"AfD","2008","college entrance qualification","direct migration background","","","",""
"AfD","2008","college entrance qualification","indirect migration background","","","",""
"AfD","2008","Other degree","no migration background","","","",""
"AfD","2008","Other degree","direct migration background","","","",""
"AfD","2008","Other degree","indirect migration background","","","",""
"AfD","2008","no degree/no degree yet","no migration background","","","",""
"AfD","2008","no degree/no degree yet","direct migration background","","","",""
"AfD","2008","no degree/no degree yet","indirect migration background","","","",""
"Other","2008","lower secondary degree","no migration background","","","",""
"Other","2008","lower secondary degree","direct migration background","","","",""
"Other","2008","lower secondary degree","indirect migration background","","","",""
"Other","2008","secondary school degree","no migration background","","","",""
"Other","2008","secondary school degree","direct migration background","","","",""
"Other","2008","secondary school degree","indirect migration background","","","",""
"Other","2008","college entrance qualification","no migration background","","","",""
"Other","2008","college entrance qualification","direct migration background","","","",""
"Other","2008","college entrance qualification","indirect migration background","","","",""
"Other","2008","Other degree","no migration background","","","",""
"Other","2008","Other degree","direct migration background","","","",""
"Other","2008","Other degree","indirect migration background","","","",""
"Other","2008","no degree/no degree yet","no migration background","","","",""
"Other","2008","no degree/no degree yet","direct migration background","","","",""
"Other","2008","no degree/no degree yet","indirect migration background","","","",""
"CDU/CSU","2009","lower secondary degree","no migration background","1027","0.459197007877124","0.438560170135653","0.479833845618596"
"CDU/CSU","2009","lower secondary degree","direct migration background","47","0.45740339730964","0.361193952885316","0.553612841733963"
"CDU/CSU","2009","lower secondary degree","indirect migration background","","","",""
"CDU/CSU","2009","secondary school degree","no migration background","810","0.420851000641091","0.398605260376646","0.443096740905535"
"CDU/CSU","2009","secondary school degree","direct migration background","31","0.340270629230231","0.22927798124021","0.451263277220253"
"CDU/CSU","2009","secondary school degree","indirect migration background","","","",""
"CDU/CSU","2009","college entrance qualification","no migration background","870","0.323922899981811","0.305993524247016","0.341852275716607"
"CDU/CSU","2009","college entrance qualification","direct migration background","35","0.290849325345912","0.194864593491109","0.386834057200714"
"CDU/CSU","2009","college entrance qualification","indirect migration background","","","",""
"CDU/CSU","2009","Other degree","no migration background","","","",""
"CDU/CSU","2009","Other degree","direct migration background","98","0.373823823639623","0.306262719933433","0.441384927345813"
"CDU/CSU","2009","Other degree","indirect migration background","","","",""
"CDU/CSU","2009","no degree/no degree yet","no migration background","33","0.233118172230103","0.152244767044333","0.313991577415873"
"CDU/CSU","2009","no degree/no degree yet","direct migration background","","","",""
"CDU/CSU","2009","no degree/no degree yet","indirect migration background","","","",""
"SPD","2009","lower secondary degree","no migration background","851","0.381297428167261","0.361183496030974","0.401411360303547"
"SPD","2009","lower secondary degree","direct migration background","43","0.404545306855735","0.30976078500662","0.499329828704849"
"SPD","2009","lower secondary degree","indirect migration background","","","",""
"SPD","2009","secondary school degree","no migration background","517","0.272726918852259","0.252659094801962","0.292794742902555"
"SPD","2009","secondary school degree","direct migration background","","","",""
"SPD","2009","secondary school degree","indirect migration background","","","",""
"SPD","2009","college entrance qualification","no migration background","709","0.281270998399686","0.264044726737994","0.298497270061379"
"SPD","2009","college entrance qualification","direct migration background","","","",""
"SPD","2009","college entrance qualification","indirect migration background","","","",""
"SPD","2009","Other degree","no migration background","","","",""
"SPD","2009","Other degree","direct migration background","65","0.387555973928518","0.319523635776406","0.45558831208063"
"SPD","2009","Other degree","indirect migration background","","","",""
"SPD","2009","no degree/no degree yet","no migration background","","","",""
"SPD","2009","no degree/no degree yet","direct migration background","","","",""
"SPD","2009","no degree/no degree yet","indirect migration background","","","",""
