"party","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"CDU/CSU","1998","Bremen","inadequately","","","","","2"
"CDU/CSU","1998","Berlin","higher education","17","","","","2"
"CDU/CSU","1998","Berlin","higher vocational","4","","","","2"
"CDU/CSU","1998","Brandenburg","general elemantary","6","","","","2"
"FDP","1998","Schleswig-Holstein","in school","","","","","3"
"FDP","1998","Schleswig-Holstein","inadequately","","","","","3"
"FDP","1998","Schleswig-Holstein","general elemantary","","","","","3"
"FDP","1998","Schleswig-Holstein","middle vocational","2","","","","3"
"FDP","1998","Schleswig-Holstein","vocational + Abi","1","","","","3"
"FDP","1998","Schleswig-Holstein","higher vocational","1","","","","3"
"FDP","1998","Schleswig-Holstein","higher education","3","","","","3"
"FDP","1998","Hamburg","in school","","","","","3"
"FDP","1998","Hamburg","inadequately","","","","","3"
"FDP","1998","Hamburg","general elemantary","","","","","3"
"FDP","1998","Hamburg","middle vocational","","","","","3"
"FDP","1998","Hamburg","vocational + Abi","","","","","3"
"FDP","1998","Hamburg","higher vocational","","","","","3"
"FDP","1998","Bremen","general elemantary","","","","","3"
"FDP","1998","Bremen","middle vocational","","","","","3"
"FDP","1998","Bremen","vocational + Abi","","","","","3"
"FDP","1998","Bremen","higher vocational","","","","","3"
"FDP","1998","Hamburg","higher education","","","","","3"
"FDP","1998","Lower Saxony","in school","","","","","3"
"FDP","1998","Lower Saxony","inadequately","","","","","3"
"FDP","1998","Lower Saxony","general elemantary","1","","","","3"
"FDP","1998","Lower Saxony","middle vocational","3","","","","3"
"FDP","1998","Lower Saxony","vocational + Abi","1","","","","3"
"FDP","1998","Lower Saxony","higher vocational","1","","","","3"
"FDP","1998","Lower Saxony","higher education","4","","","","3"
"FDP","1998","Bremen","in school","","","","","3"
"FDP","1998","Bremen","inadequately","","","","","3"
"FDP","1998","Bremen","higher education","","","","","3"
"FDP","1998","North Rhine-Westphalia","in school","","","","","3"
"FDP","1998","Hesse","inadequately","","","","","3"
"FDP","1998","Hesse","general elemantary","","","","","3"
"FDP","1998","Hesse","middle vocational","8","","","","3"
"FDP","1998","Hesse","vocational + Abi","2","","","","3"
"FDP","1998","Hesse","higher vocational","","","","","3"
"FDP","1998","Baden-Württemberg","general elemantary","3","","","","3"
"FDP","1998","Baden-Württemberg","middle vocational","10","","","","3"
"FDP","1998","Baden-Württemberg","vocational + Abi","1","","","","3"
"FDP","1998","Baden-Württemberg","higher vocational","3","","","","3"
"FDP","1998","Baden-Württemberg","higher education","5","","","","3"
"FDP","1998","Bavaria","in school","1","","","","3"
"FDP","1998","Bavaria","inadequately","","","","","3"
"FDP","1998","Bavaria","general elemantary","1","","","","3"
"FDP","1998","Bavaria","middle vocational","2","","","","3"
"FDP","1998","Bavaria","vocational + Abi","","","","","3"
"FDP","1998","Bavaria","higher vocational","","","","","3"
"FDP","1998","Bavaria","higher education","5","","","","3"
"FDP","1998","Berlin","in school","","","","","3"
"FDP","1998","Berlin","inadequately","","","","","3"
"FDP","1998","Berlin","general elemantary","","","","","3"
"FDP","1998","Berlin","middle vocational","","","","","3"
"FDP","1998","Berlin","vocational + Abi","","","","","3"
"FDP","1998","Berlin","higher vocational","","","","","3"
"FDP","1998","Berlin","higher education","1","","","","3"
"FDP","1998","Brandenburg","in school","","","","","3"
"FDP","1998","Brandenburg","inadequately","","","","","3"
"FDP","1998","Brandenburg","general elemantary","","","","","3"
"FDP","1998","Brandenburg","middle vocational","","","","","3"
"FDP","1998","Brandenburg","vocational + Abi","","","","","3"
"FDP","1998","Brandenburg","higher vocational","","","","","3"
"FDP","1998","Brandenburg","higher education","3","","","","3"
"FDP","1998","Mecklenburg-Western Pomerania","in school","","","","","3"
"FDP","1998","Mecklenburg-Western Pomerania","inadequately","","","","","3"
"FDP","1998","Mecklenburg-Western Pomerania","general elemantary","","","","","3"
"FDP","1998","Mecklenburg-Western Pomerania","middle vocational","1","","","","3"
"FDP","1998","Mecklenburg-Western Pomerania","vocational + Abi","","","","","3"
"FDP","1998","Mecklenburg-Western Pomerania","higher vocational","","","","","3"
"FDP","1998","Mecklenburg-Western Pomerania","higher education","","","","","3"
"FDP","1998","Saxony","in school","","","","","3"
"FDP","1998","Saxony","inadequately","","","","","3"
"FDP","1998","Saxony","general elemantary","1","","","","3"
"FDP","1998","Saxony","middle vocational","4","","","","3"
"FDP","1998","Saxony","vocational + Abi","","","","","3"
"FDP","1998","Saxony","higher vocational","","","","","3"
"FDP","1998","Saxony","higher education","5","","","","3"
"FDP","1998","Saxony-Anhalt","in school","","","","","3"
"FDP","1998","Saxony-Anhalt","inadequately","","","","","3"
"FDP","1998","Saxony-Anhalt","general elemantary","1","","","","3"
"FDP","1998","Saxony-Anhalt","middle vocational","","","","","3"
"FDP","1998","Saxony-Anhalt","vocational + Abi","","","","","3"
"FDP","1998","Saxony-Anhalt","higher vocational","1","","","","3"
"FDP","1998","Saxony-Anhalt","higher education","3","","","","3"
"FDP","1998","Thuringia","in school","","","","","3"
"FDP","1998","Thuringia","inadequately","","","","","3"
"FDP","1998","Thuringia","general elemantary","","","","","3"
"FDP","1998","Thuringia","middle vocational","","","","","3"
"FDP","1998","Thuringia","vocational + Abi","","","","","3"
"FDP","1998","Thuringia","higher vocational","","","","","3"
"FDP","1998","Thuringia","higher education","1","","","","3"
"FDP","1998","Hesse","higher education","7","","","","3"
"FDP","1998","North Rhine-Westphalia","general elemantary","5","","","","3"
"FDP","1998","North Rhine-Westphalia","middle vocational","11","","","","3"
"FDP","1998","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","3"
"FDP","1998","Rhineland-Palatinate,Saarland","higher vocational","1","","","","3"
"FDP","1998","Baden-Württemberg","inadequately","","","","","3"
"FDP","1998","Rhineland-Palatinate,Saarland","higher education","","","","","3"
"FDP","1998","North Rhine-Westphalia","inadequately","","","","","3"
"FDP","1998","Rhineland-Palatinate,Saarland","inadequately","","","","","3"
"FDP","1998","Baden-Württemberg","in school","1","","","","3"
"FDP","1998","Rhineland-Palatinate,Saarland","in school","","","","","3"
"FDP","1998","North Rhine-Westphalia","higher education","9","","","","3"
"FDP","1998","Hesse","in school","","","","","3"
"FDP","1998","Rhineland-Palatinate,Saarland","general elemantary","1","","","","3"
"FDP","1998","North Rhine-Westphalia","higher vocational","2","","","","3"
"FDP","1998","Rhineland-Palatinate,Saarland","middle vocational","1","","","","3"
"FDP","1998","North Rhine-Westphalia","vocational + Abi","3","","","","3"
"NPD","1998","Hesse","general elemantary","3","","","","6"
"NPD","1998","Hesse","middle vocational","4","","","","6"
"NPD","1998","Hesse","higher vocational","","","","","6"
"NPD","1998","Hesse","higher education","1","","","","6"
"NPD","1998","Hesse","inadequately","","","","","6"
"NPD","1998","Hesse","in school","1","","","","6"
"NPD","1998","Hesse","vocational + Abi","","","","","6"
"NPD","1998","Rhineland-Palatinate,Saarland","in school","","","","","6"
"NPD","1998","Rhineland-Palatinate,Saarland","inadequately","","","","","6"
"NPD","1998","Rhineland-Palatinate,Saarland","general elemantary","1","","","","6"
"NPD","1998","Lower Saxony","vocational + Abi","","","","","6"
"NPD","1998","Lower Saxony","higher vocational","1","","","","6"
"NPD","1998","Lower Saxony","higher education","","","","","6"
"NPD","1998","Bremen","in school","","","","","6"
"NPD","1998","Bremen","inadequately","","","","","6"
"NPD","1998","Bremen","general elemantary","","","","","6"
"NPD","1998","Bremen","middle vocational","","","","","6"
"NPD","1998","Bremen","vocational + Abi","","","","","6"
"NPD","1998","Bremen","higher vocational","","","","","6"
"NPD","1998","Bremen","higher education","","","","","6"
"NPD","1998","North Rhine-Westphalia","in school","","","","","6"
"NPD","1998","North Rhine-Westphalia","inadequately","1","","","","6"
"NPD","1998","North Rhine-Westphalia","general elemantary","3","","","","6"
"NPD","1998","Rhineland-Palatinate,Saarland","middle vocational","2","","","","6"
"NPD","1998","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","6"
"NPD","1998","Rhineland-Palatinate,Saarland","higher vocational","","","","","6"
"NPD","1998","Rhineland-Palatinate,Saarland","higher education","","","","","6"
"NPD","1998","Lower Saxony","general elemantary","","","","","6"
"NPD","1998","Lower Saxony","middle vocational","6","","","","6"
"NPD","1998","North Rhine-Westphalia","middle vocational","","","","","6"
"NPD","1998","North Rhine-Westphalia","vocational + Abi","","","","","6"
"NPD","1998","North Rhine-Westphalia","higher vocational","1","","","","6"
"NPD","1998","North Rhine-Westphalia","higher education","","","","","6"
"NPD","1998","Schleswig-Holstein","in school","","","","","6"
"NPD","1998","Schleswig-Holstein","inadequately","","","","","6"
"NPD","1998","Schleswig-Holstein","general elemantary","","","","","6"
"NPD","1998","Schleswig-Holstein","middle vocational","","","","","6"
"NPD","1998","Schleswig-Holstein","vocational + Abi","","","","","6"
"NPD","1998","Schleswig-Holstein","higher vocational","","","","","6"
"NPD","1998","Schleswig-Holstein","higher education","","","","","6"
"NPD","1998","Hamburg","in school","","","","","6"
"NPD","1998","Hamburg","inadequately","","","","","6"
"NPD","1998","Hamburg","general elemantary","","","","","6"
"NPD","1998","Hamburg","middle vocational","1","","","","6"
"NPD","1998","Hamburg","vocational + Abi","","","","","6"
"NPD","1998","Hamburg","higher vocational","","","","","6"
"NPD","1998","Hamburg","higher education","","","","","6"
"NPD","1998","Baden-Württemberg","in school","1","","","","6"
"NPD","1998","Baden-Württemberg","inadequately","","","","","6"
"NPD","1998","Baden-Württemberg","general elemantary","6","","","","6"
"NPD","1998","Baden-Württemberg","middle vocational","9","","","","6"
"NPD","1998","Baden-Württemberg","vocational + Abi","1","","","","6"
"NPD","1998","Baden-Württemberg","higher vocational","","","","","6"
"NPD","1998","Baden-Württemberg","higher education","","","","","6"
"NPD","1998","Bavaria","in school","","","","","6"
"NPD","1998","Bavaria","inadequately","","","","","6"
"NPD","1998","Bavaria","general elemantary","1","","","","6"
"NPD","1998","Bavaria","middle vocational","8","","","","6"
"NPD","1998","Bavaria","vocational + Abi","","","","","6"
"NPD","1998","Bavaria","higher vocational","3","","","","6"
"NPD","1998","Berlin","middle vocational","4","","","","6"
"NPD","1998","Berlin","vocational + Abi","1","","","","6"
"NPD","1998","Berlin","higher vocational","","","","","6"
"NPD","1998","Berlin","higher education","","","","","6"
"NPD","1998","Brandenburg","in school","1","","","","6"
"NPD","1998","Brandenburg","inadequately","","","","","6"
"NPD","1998","Brandenburg","general elemantary","","","","","6"
"NPD","1998","Brandenburg","middle vocational","5","","","","6"
"NPD","1998","Brandenburg","vocational + Abi","","","","","6"
"NPD","1998","Brandenburg","higher vocational","1","","","","6"
"NPD","1998","Lower Saxony","in school","","","","","6"
"NPD","1998","Lower Saxony","inadequately","","","","","6"
"NPD","1998","Bavaria","higher education","","","","","6"
"NPD","1998","Berlin","in school","","","","","6"
"NPD","1998","Berlin","inadequately","","","","","6"
"NPD","1998","Berlin","general elemantary","1","","","","6"
"NPD","1998","Brandenburg","higher education","1","","","","6"
"NPD","1998","Mecklenburg-Western Pomerania","in school","","","","","6"
"NPD","1998","Saxony","vocational + Abi","","","","","6"
"NPD","1998","Saxony","higher vocational","2","","","","6"
"NPD","1998","Saxony","higher education","1","","","","6"
"NPD","1998","Saxony-Anhalt","in school","","","","","6"
"NPD","1998","Saxony-Anhalt","inadequately","","","","","6"
"NPD","1998","Saxony-Anhalt","general elemantary","","","","","6"
"NPD","1998","Saxony-Anhalt","middle vocational","1","","","","6"
"NPD","1998","Saxony-Anhalt","vocational + Abi","","","","","6"
"NPD","1998","Saxony-Anhalt","higher vocational","","","","","6"
"NPD","1998","Saxony-Anhalt","higher education","","","","","6"
"NPD","1998","Thuringia","in school","1","","","","6"
"NPD","1998","Thuringia","inadequately","","","","","6"
"NPD","1998","Thuringia","general elemantary","","","","","6"
"NPD","1998","Thuringia","middle vocational","3","","","","6"
"NPD","1998","Thuringia","vocational + Abi","","","","","6"
"NPD","1998","Thuringia","higher vocational","","","","","6"
"NPD","1998","Thuringia","higher education","","","","","6"
"NPD","1998","Mecklenburg-Western Pomerania","inadequately","","","","","6"
"NPD","1998","Mecklenburg-Western Pomerania","general elemantary","","","","","6"
"NPD","1998","Mecklenburg-Western Pomerania","middle vocational","1","","","","6"
"NPD","1998","Mecklenburg-Western Pomerania","vocational + Abi","","","","","6"
"NPD","1998","Mecklenburg-Western Pomerania","higher vocational","","","","","6"
"NPD","1998","Mecklenburg-Western Pomerania","higher education","","","","","6"
"NPD","1998","Saxony","in school","1","","","","6"
"NPD","1998","Saxony","inadequately","","","","","6"
"NPD","1998","Saxony","general elemantary","5","","","","6"
"NPD","1998","Saxony","middle vocational","5","","","","6"
"Other","1998","Mecklenburg-Western Pomerania","middle vocational","1","","","","8"
"Other","1998","Saxony","inadequately","","","","","8"
"Other","1998","Saxony","general elemantary","1","","","","8"
"Other","1998","Saxony","middle vocational","","","","","8"
"Other","1998","Mecklenburg-Western Pomerania","vocational + Abi","","","","","8"
"Other","1998","Mecklenburg-Western Pomerania","higher vocational","","","","","8"
"Other","1998","Mecklenburg-Western Pomerania","higher education","1","","","","8"
"Other","1998","Saxony","in school","","","","","8"
"Other","1998","Schleswig-Holstein","higher vocational","1","","","","8"
"Other","1998","Schleswig-Holstein","higher education","1","","","","8"
"Other","1998","Hamburg","in school","","","","","8"
"Other","1998","Hamburg","inadequately","","","","","8"
"Other","1998","Hamburg","general elemantary","2","","","","8"
"Other","1998","Hamburg","middle vocational","","","","","8"
"Other","1998","Hamburg","vocational + Abi","","","","","8"
"Other","1998","Lower Saxony","inadequately","1","","","","8"
"Other","1998","Lower Saxony","general elemantary","","","","","8"
"Other","1998","Lower Saxony","middle vocational","1","","","","8"
"Other","1998","Lower Saxony","vocational + Abi","","","","","8"
"Other","1998","Lower Saxony","higher education","","","","","8"
"Other","1998","Bremen","in school","","","","","8"
"Other","1998","Bremen","inadequately","","","","","8"
"Other","1998","Bremen","general elemantary","","","","","8"
"Other","1998","Bremen","middle vocational","","","","","8"
"Other","1998","Bremen","vocational + Abi","","","","","8"
"Other","1998","Saxony","vocational + Abi","","","","","8"
"Other","1998","Saxony","higher vocational","","","","","8"
"Other","1998","Saxony","higher education","","","","","8"
"Other","1998","Saxony-Anhalt","higher education","","","","","8"
