"party","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"PDS/Linke","2003","no migration background","vocational + Abi","11","","","","5"
"PDS/Linke","2003","no migration background","higher vocational","23","","","","5"
"PDS/Linke","2003","no migration background","higher education","175","0.0701362878648236","0.0602706570935853","0.0800019186360619","5"
"PDS/Linke","2003","direct migration background","in school","","","","","5"
"PDS/Linke","2003","direct migration background","inadequately","","","","","5"
"PDS/Linke","2003","direct migration background","general elemantary","2","","","","5"
"PDS/Linke","2003","direct migration background","middle vocational","4","","","","5"
"PDS/Linke","2003","direct migration background","vocational + Abi","2","","","","5"
"PDS/Linke","2003","direct migration background","higher vocational","3","","","","5"
"PDS/Linke","2003","direct migration background","higher education","6","","","","5"
"PDS/Linke","2003","indirect migration background","in school","","","","","5"
"PDS/Linke","2003","indirect migration background","inadequately","","","","","5"
"PDS/Linke","2003","indirect migration background","general elemantary","1","","","","5"
"PDS/Linke","2003","indirect migration background","middle vocational","2","","","","5"
"PDS/Linke","2003","indirect migration background","vocational + Abi","","","","","5"
"PDS/Linke","2003","indirect migration background","higher vocational","","","","","5"
"PDS/Linke","2003","indirect migration background","higher education","1","","","","5"
"SPD","2003","no migration background","in school","41","0.233645348169319","0.169274754376434","0.298015941962203","2"
"SPD","2003","no migration background","inadequately","10","","","","2"
"SPD","2003","no migration background","general elemantary","320","0.460496547238128","0.424705017716889","0.496288076759368","2"
"SPD","2003","no migration background","middle vocational","1862","0.415098450185879","0.400954233583679","0.42924266678808","2"
"SPD","2003","no migration background","vocational + Abi","171","0.332252526784935","0.290674401431741","0.373830652138129","2"
"SPD","2003","no migration background","higher vocational","302","0.359831012914739","0.327470429128038","0.39219159670144","2"
"SPD","2003","direct migration background","in school","3","","","","2"
"SPD","2003","no migration background","higher education","749","0.300045738397092","0.282341698397298","0.317749778396886","2"
"SPD","2003","direct migration background","general elemantary","79","0.523726573783002","0.445101200107717","0.602351947458287","2"
"SPD","2003","direct migration background","inadequately","17","","","","2"
"SPD","2003","direct migration background","middle vocational","113","0.317779327232821","0.267158216665886","0.368400437799756","2"
"SPD","2003","direct migration background","vocational + Abi","25","","","","2"
"SPD","2003","direct migration background","higher vocational","20","","","","2"
"SPD","2003","indirect migration background","in school","7","","","","2"
"SPD","2003","indirect migration background","general elemantary","16","","","","2"
"SPD","2003","indirect migration background","inadequately","3","","","","2"
"SPD","2003","indirect migration background","middle vocational","58","0.448629081939526","0.361440678770583","0.535817485108469","2"
"SPD","2003","direct migration background","higher education","63","0.35191401734342","0.28033518114663","0.42349285354021","2"
"SPD","2003","indirect migration background","higher education","20","","","","2"
"SPD","2003","indirect migration background","higher vocational","8","","","","2"
"SPD","2003","indirect migration background","vocational + Abi","8","","","","2"
"AfD","2004","no migration background","in school","","","","","7"
"AfD","2004","no migration background","inadequately","","","","","7"
"AfD","2004","no migration background","general elemantary","","","","","7"
"AfD","2004","no migration background","middle vocational","","","","","7"
"AfD","2004","no migration background","vocational + Abi","","","","","7"
"AfD","2004","no migration background","higher vocational","","","","","7"
"AfD","2004","no migration background","higher education","","","","","7"
"AfD","2004","direct migration background","in school","","","","","7"
"AfD","2004","direct migration background","inadequately","","","","","7"
"AfD","2004","direct migration background","general elemantary","","","","","7"
"AfD","2004","direct migration background","middle vocational","","","","","7"
"AfD","2004","direct migration background","vocational + Abi","","","","","7"
"AfD","2004","direct migration background","higher vocational","","","","","7"
"AfD","2004","direct migration background","higher education","","","","","7"
"AfD","2004","indirect migration background","in school","","","","","7"
"AfD","2004","indirect migration background","inadequately","","","","","7"
"AfD","2004","indirect migration background","general elemantary","","","","","7"
"AfD","2004","indirect migration background","middle vocational","","","","","7"
"AfD","2004","indirect migration background","vocational + Abi","","","","","7"
"AfD","2004","indirect migration background","higher vocational","","","","","7"
"AfD","2004","indirect migration background","higher education","","","","","7"
"CDU/CSU","2004","no migration background","inadequately","6","","","","1"
"CDU/CSU","2004","no migration background","in school","42","0.403693963568994","0.319675802108163","0.487712125029825","1"
"CDU/CSU","2004","no migration background","middle vocational","1804","0.461255156691633","0.445480098420898","0.477030214962369","1"
"CDU/CSU","2004","no migration background","vocational + Abi","176","0.426568539877248","0.380564944485505","0.47257213526899","1"
"CDU/CSU","2004","no migration background","higher vocational","335","0.445758213147851","0.409726184631717","0.481790241663985","1"
"CDU/CSU","2004","no migration background","general elemantary","264","0.466994623498642","0.426144580760075","0.507844666237208","1"
"CDU/CSU","2004","no migration background","higher education","939","0.397921370612757","0.37802555027754","0.417817190947973","1"
"CDU/CSU","2004","direct migration background","in school","8","","","","1"
"CDU/CSU","2004","direct migration background","inadequately","11","","","","1"
"CDU/CSU","2004","direct migration background","middle vocational","169","0.580504584107686","0.524096563244188","0.636912604971183","1"
